Region,School Name,BEIS School ID,Division,District,K Total,G1 Total,G2 Total,G3 Total,G4 Total,G5 Total,G6 Total,G7 Total,G8 Total,G9 Total,G10 Total,G11 STEM Total,G11 HUMSS Total,G11 ABM Total,G11 GAS Total,G11 TVL Total,G11 SPORTS Total,G11 ARTS Total,G11 PBM Total,G12 STEM Total,G12 HUMSS Total,G12 ABM Total,G12 GAS Total,G12 TVL Total,G12 SPORTS Total,G12 ARTS Total,G12 PBM Total
Region IX,San Isidro Elementary School,195525,Zamboanga del Norte,Bacungan (Leon Postigo),86,19,43,37,63,81,42,89,52,21,44,85,5,82,70,45,39,47,53,40,21,35,70,27,65,20,34
Region IX,Bacungan National High School,303672,Zamboanga del Norte,Bacungan (Leon Postigo),89,36,76,76,55,56,42,76,84,71,18,54,80,66,39,78,74,52,65,45,44,66,19,63,52,31,60
Region IX,Palandok National High School,303673,Zamboanga del Norte,Bacungan (Leon Postigo),24,47,70,56,54,45,49,71,52,74,14,26,96,61,49,43,26,64,35,58,79,15,56,83,76,63,79
Region IX,Talinga National High School,303674,Zamboanga del Norte,Bacungan (Leon Postigo),40,55,75,84,65,39,79,37,60,51,31,17,12,48,48,25,51,64,84,33,29,9,59,35,52,79,21
Region IX,Tinuyop National High school,303675,Zamboanga del Norte,Bacungan (Leon Postigo),14,44,38,45,79,38,33,33,72,50,24,17,88,7,92,34,83,30,48,82,55,44,39,71,64,19,64
Region IX,"Bacungan Shiloh Baptist Christian Academy, Inc.",410243,Zamboanga del Norte,Bacungan (Leon Postigo),42,88,62,47,53,45,69,23,86,64,31,62,56,35,51,25,78,82,90,66,58,67,44,55,49,36,61
Region IX,Nasibac Integrated School,502663,Zamboanga del Norte,Bacungan (Leon Postigo),39,21,88,74,36,33,32,46,64,27,62,36,43,57,56,13,50,47,61,71,84,58,43,31,59,91,26
Region IX,Banigan Elementary School,124446,Zamboanga del Norte,Liloy I,59,37,27,24,37,79,68,57,34,54,57,86,54,91,46,48,70,73,56,85,43,39,43,50,39,22,50
Region IX,Causwagan Elementary School,124447,Zamboanga del Norte,Liloy I,59,68,69,80,62,58,55,69,71,28,31,31,20,9,11,37,30,68,18,77,67,70,61,60,56,38,43
Region IX,Compra Elementary School,124448,Zamboanga del Norte,Liloy I,50,38,79,58,26,42,12,53,60,55,56,57,82,38,93,57,19,77,28,47,75,49,42,36,32,25,31
Region IX,Comunal Elementary School,124449,Zamboanga del Norte,Liloy I,47,47,29,37,26,81,8,33,17,47,26,62,54,34,45,54,55,39,43,58,38,59,40,61,23,32,35
Region IX,El Paraiso Elementary School,124450,Zamboanga del Norte,Liloy I,39,54,40,54,64,52,18,53,83,76,99,93,80,76,31,71,27,40,65,70,87,83,24,63,69,40,45
Region IX,Gayam Elementary School,124451,Zamboanga del Norte,Liloy I,41,23,47,71,15,30,49,77,75,49,60,29,37,62,24,81,85,19,14,26,70,64,61,53,61,68,67
Region IX,Goaw Elementary School,124452,Zamboanga del Norte,Liloy I,38,47,41,34,39,49,38,87,21,63,52,60,53,42,71,46,75,18,21,31,8,41,11,59,85,65,48
Region IX,Goin Elementary School,124453,Zamboanga del Norte,Liloy I,32,76,92,51,77,88,31,82,51,13,68,71,25,36,50,88,74,27,95,25,18,8,49,52,90,53,20
Region IX,Liloy CS,124454,Zamboanga del Norte,Liloy I,82,50,43,66,51,57,70,92,94,34,66,44,50,29,97,78,58,41,56,58,19,33,89,59,87,54,68
Region IX,Mabuhay Elementary School,124455,Zamboanga del Norte,Liloy I,33,62,23,69,51,50,87,27,41,55,58,28,41,74,39,38,51,71,61,38,81,73,55,40,39,60,78
Region IX,"Malila ""L"" Elementary School",124456,Zamboanga del Norte,Liloy I,15,32,15,45,26,50,9,82,45,47,68,72,42,40,21,42,9,59,89,75,27,44,68,80,12,43,39
Region IX,Patawag Elementary School,124457,Zamboanga del Norte,Liloy I,32,91,56,77,81,36,26,44,6,85,35,52,67,44,59,38,81,75,40,33,40,50,79,7,59,22,42
Region IX,Punta Elementary School,124458,Zamboanga del Norte,Liloy I,58,56,26,28,72,64,78,50,26,50,31,37,54,51,51,71,48,45,35,53,71,19,48,75,24,47,20
Region IX,San Francisco Elementary School,124459,Zamboanga del Norte,Liloy I,72,84,75,42,53,54,70,63,59,46,70,53,69,40,76,43,72,47,38,27,35,71,41,27,26,48,69
Region IX,San Miguel Elementary School,124460,Zamboanga del Norte,Liloy I,51,68,84,61,24,74,86,78,79,88,51,57,62,55,45,10,47,77,57,33,26,45,31,74,34,13,33
Region IX,Silucap Elementary School,124461,Zamboanga del Norte,Liloy I,51,75,38,37,42,59,62,63,73,44,49,40,73,58,17,51,50,26,60,78,24,74,38,54,45,47,57
Region IX,Tapican Elementary School,124462,Zamboanga del Norte,Liloy I,29,28,71,59,26,44,70,48,59,53,16,30,86,79,32,81,82,65,44,36,52,68,58,50,77,32,71
Region IX,New Bethlehem Elementary School,195527,Zamboanga del Norte,Liloy I,44,85,55,25,70,53,58,95,46,49,50,62,38,17,51,22,47,81,85,38,17,84,46,42,39,74,40
Region IX,Ganase Elementary School,195548,Zamboanga del Norte,Liloy I,33,51,51,52,3,29,53,65,60,48,31,74,5,70,23,34,11,13,23,19,39,67,48,48,64,61,35
Region IX,Maigang Elementary School,195549,Zamboanga del Norte,Liloy I,59,56,5,49,37,91,46,54,34,81,43,22,73,53,33,65,85,35,71,41,61,73,16,45,49,58,85
Region IX,Sta. Cruz Elementary school,195551,Zamboanga del Norte,Liloy I,24,84,58,37,61,61,89,75,80,32,40,62,10,57,25,64,56,60,67,55,39,58,17,89,22,75,77
Region IX,Liloy National High School,303706,Zamboanga del Norte,Liloy I,92,46,75,49,23,48,58,16,55,54,10,68,56,32,49,68,29,71,55,36,50,43,61,44,88,74,31
Region IX,Compra National High School,303707,Zamboanga del Norte,Liloy I,67,84,79,77,48,9,72,30,36,49,66,69,55,49,50,37,28,39,33,19,59,87,37,71,96,43,29
Region IX,Patawag National High School,314127,Zamboanga del Norte,Liloy I,39,59,83,27,56,27,70,54,71,55,52,66,33,74,31,56,56,48,34,81,51,49,53,56,26,32,38
Region IX,Ave Maria College,402686,Zamboanga del Norte,Liloy I,55,7,62,56,54,69,33,63,49,58,53,25,58,77,60,22,74,45,28,58,22,67,46,92,82,61,78
Region IX,Liloy Immanuel School,404824,Zamboanga del Norte,Liloy I,62,75,76,70,57,53,30,66,42,45,20,75,52,79,52,20,45,53,89,24,50,57,91,27,20,76,46
Region IX,"Assumption of Mary Parochial School, Inc.",408341,Zamboanga del Norte,Liloy I,51,47,4,36,71,56,24,39,85,64,46,57,95,40,39,66,62,50,26,43,38,56,27,14,24,41,37
Region IX,Metro Dipolog Baptist Academy - Liloy INC,410972,Zamboanga del Norte,Liloy I,39,43,73,39,65,33,67,41,40,64,28,56,41,42,60,11,48,17,55,38,54,27,32,83,80,31,62
Region IX,Higher Ground Baptist School,455517,Zamboanga del Norte,Liloy I,94,35,31,55,50,77,29,68,31,47,21,72,37,12,39,28,70,19,24,43,46,46,40,47,29,63,35
Region IX,Baybay Central School,124463,Zamboanga del Norte,Liloy II,41,37,64,3,34,39,83,82,85,42,84,37,70,47,60,51,89,41,38,59,49,34,81,46,65,60,41
Region IX,Cabangcalan Elementary School,124464,Zamboanga del Norte,Liloy II,48,84,42,88,26,81,11,54,77,50,96,17,95,55,56,45,66,44,66,54,61,20,78,82,69,23,37
Region IX,Canaan Elementary School,124465,Zamboanga del Norte,Liloy II,38,48,49,43,62,23,80,68,16,44,79,23,30,54,96,60,60,61,8,45,52,69,67,28,36,29,51
Region IX,Candelaria Elementary School,124466,Zamboanga del Norte,Liloy II,28,52,56,35,76,50,97,90,75,30,84,43,63,58,51,22,29,37,40,70,22,23,64,72,41,58,88
Region IX,Lamao Elementary School,124468,Zamboanga del Norte,Liloy II,88,34,70,32,44,61,54,27,46,35,40,73,53,82,34,42,35,35,77,69,62,35,61,52,60,31,26
Region IX,Libertad Elementary School,124469,Zamboanga del Norte,Liloy II,52,81,24,84,60,79,24,48,86,48,15,58,37,42,32,15,9,52,37,49,32,76,36,38,31,81,42
Region IX,Mauswagon Elementary School,124470,Zamboanga del Norte,Liloy II,42,90,33,36,42,56,43,43,21,41,18,15,45,68,61,47,37,16,44,11,43,49,41,55,51,16,25
Region IX,Overview Elementary School,124471,Zamboanga del Norte,Liloy II,31,25,92,65,47,47,71,4,60,47,38,70,35,77,72,45,63,53,54,76,59,32,50,65,21,21,35
Region IX,Panabang Elementary School,124472,Zamboanga del Norte,Liloy II,27,97,6,67,70,69,58,35,26,31,56,84,59,51,79,96,70,51,46,54,85,16,27,63,64,48,81
Region IX,San Isidro Elementary School,124473,Zamboanga del Norte,Liloy II,74,81,39,89,66,22,89,40,20,50,93,11,25,63,24,81,52,68,5,56,55,30,59,56,38,55,83
Region IX,San Roque Elementary School,124474,Zamboanga del Norte,Liloy II,78,71,32,52,44,45,51,50,81,99,59,43,38,37,44,45,67,20,50,55,42,91,13,29,20,45,49
Region IX,Sto. Niño Elementary School,124475,Zamboanga del Norte,Liloy II,41,78,50,31,67,40,57,29,46,31,54,34,35,87,37,22,15,55,94,35,30,73,10,76,73,6,6
Region IX,Timan Elementary School,124476,Zamboanga del Norte,Liloy II,62,53,37,20,72,34,11,70,29,80,35,35,63,34,40,41,41,9,73,63,4,91,21,21,66,31,79
Region IX,Villa C. Sudiacal Elementary School,124477,Zamboanga del Norte,Liloy II,17,37,40,43,34,60,63,46,27,82,80,50,66,64,75,23,36,68,56,77,86,36,30,66,13,66,49
Region IX,Dela Paz Elementary School,195538,Zamboanga del Norte,Liloy II,12,68,31,17,43,87,33,73,71,72,54,41,50,60,16,75,79,29,28,77,57,27,52,47,51,75,53
Region IX,Baybay SPED Center,195546,Zamboanga del Norte,Liloy II,31,20,74,46,92,59,38,71,83,81,65,54,51,45,60,45,41,64,58,50,61,61,37,68,47,52,46
Region IX,Kayok Integrated School,502632,Zamboanga del Norte,Liloy II,69,18,26,48,44,43,58,25,53,67,23,50,83,36,45,50,44,89,28,70,62,73,56,63,70,43,48
Region IX,Capasi Elementary School,124478,Zamboanga del Norte,Roxas I (Manuel A. Roxas),46,13,47,85,72,68,51,40,45,30,20,81,81,20,65,45,9,60,52,79,58,51,65,57,42,46,56
Region IX,Denoman Elementary School,124479,Zamboanga del Norte,Roxas I (Manuel A. Roxas),97,59,72,75,47,58,47,56,71,63,64,95,81,48,55,44,61,63,12,56,38,75,43,16,36,78,49
Region IX,Marupay Elementary School,124480,Zamboanga del Norte,Roxas I (Manuel A. Roxas),55,65,34,52,34,47,68,41,78,44,61,62,58,43,58,39,47,29,90,60,78,8,15,55,9,48,57
Region IX,Mateo Denoyo Elementary School,124481,Zamboanga del Norte,Roxas I (Manuel A. Roxas),47,77,24,37,22,28,66,28,60,44,62,81,65,49,32,46,60,57,45,32,50,70,17,69,47,39,46
Region IX,Minang Elementary School,124482,Zamboanga del Norte,Roxas I (Manuel A. Roxas),53,20,47,37,29,20,86,50,39,61,22,14,35,55,59,76,33,41,65,57,12,45,16,22,38,11,70
Region IX,Nabilid Elementary School,124483,Zamboanga del Norte,Roxas I (Manuel A. Roxas),49,55,41,88,83,40,54,45,62,48,54,51,51,65,27,44,46,43,46,15,32,29,54,18,91,34,63
Region IX,Pangulogon Elementary School,124484,Zamboanga del Norte,Roxas I (Manuel A. Roxas),20,56,42,24,63,77,51,56,54,32,45,52,52,60,81,37,47,78,61,77,85,68,44,59,52,66,56
Region IX,Piñamar Elementary School,124486,Zamboanga del Norte,Roxas I (Manuel A. Roxas),60,33,37,42,30,40,32,29,57,51,68,63,70,25,55,29,50,71,28,55,31,72,50,55,47,46,25
Region IX,Pongolan Elementary School,124487,Zamboanga del Norte,Roxas I (Manuel A. Roxas),56,61,61,65,36,66,57,50,32,84,95,28,29,70,79,38,77,61,61,71,42,59,79,9,20,20,49
Region IX,Roxas CS,124488,Zamboanga del Norte,Roxas I (Manuel A. Roxas),49,57,30,29,53,19,59,11,31,73,53,60,62,75,56,64,97,30,70,67,94,34,58,17,36,38,58
Region IX,Sibatog Elementary School,124489,Zamboanga del Norte,Roxas I (Manuel A. Roxas),34,54,36,55,54,31,60,23,68,64,33,51,42,23,40,38,47,71,50,16,65,97,65,60,75,32,54
Region IX,Sibod Elementary School,124490,Zamboanga del Norte,Roxas I (Manuel A. Roxas),51,38,66,55,62,14,49,34,46,58,32,53,55,37,22,73,89,69,48,73,62,67,77,37,53,49,35
Region IX,Tantingon Elementary School,124491,Zamboanga del Norte,Roxas I (Manuel A. Roxas),72,59,53,61,20,16,15,38,72,33,85,53,57,52,16,83,53,36,31,75,43,31,47,81,45,77,60
Region IX,Banbanan Elementary School,195515,Zamboanga del Norte,Roxas I (Manuel A. Roxas),74,58,18,21,63,81,78,37,54,56,49,45,46,90,64,25,89,46,50,80,68,38,61,81,64,24,36
Region IX,Piao Elementary School,195534,Zamboanga del Norte,Roxas I (Manuel A. Roxas),64,83,46,30,40,56,15,37,61,42,35,70,28,70,41,44,32,78,57,85,37,46,59,51,44,58,81
Region IX,Roxas Special Education Center,195543,Zamboanga del Norte,Roxas I (Manuel A. Roxas),95,36,4,47,23,39,35,55,29,77,50,46,33,53,19,69,26,64,32,57,36,59,91,53,56,24,47
Region IX,Cantulan Elementary School,195553,Zamboanga del Norte,Roxas I (Manuel A. Roxas),12,62,46,26,62,77,7,27,80,41,44,56,8,69,51,22,53,46,46,51,53,50,41,60,21,59,48
Region IX,President Manuel A. Roxas National High School,303705,Zamboanga del Norte,Roxas I (Manuel A. Roxas),10,62,76,20,62,59,88,65,25,3,39,19,85,20,62,49,71,46,45,70,60,30,57,59,74,67,37
Region IX,Marupay NHS,303712,Zamboanga del Norte,Roxas I (Manuel A. Roxas),79,55,86,37,77,61,78,41,47,74,22,45,32,41,29,75,43,32,65,63,19,80,95,41,84,15,61
Region IX,Lipakan National High School,314123,Zamboanga del Norte,Roxas I (Manuel A. Roxas),12,27,55,45,58,39,45,44,50,85,87,45,62,63,50,62,40,29,87,78,55,55,67,63,24,68,68
Region IX,Roxas Fundamental Baptist Christian School,455518,Zamboanga del Norte,Roxas I (Manuel A. Roxas),36,40,76,43,38,40,86,71,18,53,66,10,11,36,47,56,25,43,57,34,76,52,45,72,32,63,39
Region IX,Piñalan Integrated School,502313,Zamboanga del Norte,Roxas I (Manuel A. Roxas),56,56,57,25,42,87,78,22,21,11,81,63,54,36,40,32,27,57,40,40,7,68,76,45,43,94,8
Region IX,Balubo Elementary School,124492,Zamboanga del Norte,Roxas II (Manuel A. Roxas),28,78,56,18,49,42,63,79,50,63,13,53,78,65,73,23,43,56,60,72,43,22,79,52,89,64,23
Region IX,Balubohan Elementary School,124493,Zamboanga del Norte,Roxas II (Manuel A. Roxas),23,20,50,40,53,56,50,92,51,81,31,32,21,52,25,47,55,66,69,58,35,56,70,52,22,35,58
Region IX,Canibongan Elementary School,124494,Zamboanga del Norte,Roxas II (Manuel A. Roxas),63,67,89,51,28,16,44,59,66,40,85,14,87,15,90,49,32,6,44,60,76,54,48,64,88,77,29
Region IX,Dohinob CS,124495,Zamboanga del Norte,Roxas II (Manuel A. Roxas),53,13,78,63,54,72,67,50,49,41,9,41,13,41,58,26,40,36,30,78,51,66,79,71,25,67,32
Region IX,Upper Irasan Elementary School,124496,Zamboanga del Norte,Roxas II (Manuel A. Roxas),33,44,29,84,42,73,73,48,38,40,38,58,83,72,7,63,36,43,48,23,47,38,80,38,87,70,53
Region IX,Gov. Jose Aseniero Elementary School,124497,Zamboanga del Norte,Roxas II (Manuel A. Roxas),47,35,63,52,28,68,37,41,56,79,80,47,48,39,51,26,68,17,99,74,31,23,42,8,71,42,52
Region IX,Gubat Elementary School,124498,Zamboanga del Norte,Roxas II (Manuel A. Roxas),27,95,59,92,43,70,17,37,73,61,70,19,75,63,19,28,76,93,67,35,50,82,34,82,37,35,30
Region IX,Jose Bael Elementary School,124499,Zamboanga del Norte,Roxas II (Manuel A. Roxas),42,54,34,85,68,27,42,15,56,66,67,59,39,24,28,62,49,31,81,24,40,33,69,82,43,58,53
Region IX,Labakid Elementary School,124500,Zamboanga del Norte,Roxas II (Manuel A. Roxas),47,31,70,81,48,65,77,49,44,48,60,39,4,16,67,64,47,51,44,23,53,80,50,42,83,52,51
Region IX,Lipakan Elementary School,124501,Zamboanga del Norte,Roxas II (Manuel A. Roxas),78,64,41,19,33,32,83,54,27,53,9,78,16,49,36,60,55,62,83,74,37,79,63,33,59,77,89
Region IX,Ma. Adaza Elementary School,124502,Zamboanga del Norte,Roxas II (Manuel A. Roxas),69,16,68,80,30,53,37,55,41,55,54,78,70,27,83,34,13,51,43,34,39,30,44,31,65,36,51
Region IX,Moliton Elementary School,124503,Zamboanga del Norte,Roxas II (Manuel A. Roxas),61,47,90,55,22,10,81,94,48,80,43,51,41,72,41,26,90,48,94,62,38,56,46,17,20,79,82
Region IX,Panampalay Elementary School,124504,Zamboanga del Norte,Roxas II (Manuel A. Roxas),55,47,46,25,59,20,30,52,48,3,77,32,62,83,20,31,81,83,26,56,28,62,76,42,77,54,79
Region IX,Situbo Elementary School,124505,Zamboanga del Norte,Roxas II (Manuel A. Roxas),75,35,42,72,40,25,28,59,56,85,19,84,60,42,74,17,41,93,48,23,50,57,38,75,49,70,41
Region IX,Tanayan Elementary School,124506,Zamboanga del Norte,Roxas II (Manuel A. Roxas),88,52,47,54,47,55,61,9,26,54,60,61,43,65,67,64,11,65,44,68,80,41,45,11,55,44,63
Region IX,Villahermoso Elementary School,124507,Zamboanga del Norte,Roxas II (Manuel A. Roxas),59,45,99,38,20,59,64,35,17,97,37,39,54,62,29,72,22,19,41,56,12,45,66,4,33,69,17
Region IX,Tapesa Elementary School,195520,Zamboanga del Norte,Roxas II (Manuel A. Roxas),36,41,10,47,82,75,42,45,45,71,68,87,48,40,74,31,64,26,63,73,73,28,30,75,51,42,41
Region IX,Sunggay Elementary School,195554,Zamboanga del Norte,Roxas II (Manuel A. Roxas),56,80,53,26,18,23,32,69,46,30,40,51,80,35,96,79,70,5,64,35,57,25,73,60,45,28,49
Region IX,Malicas Elementary School,195555,Zamboanga del Norte,Roxas II (Manuel A. Roxas),60,55,66,21,78,48,28,53,2,66,84,26,26,46,22,25,33,51,56,25,35,70,73,73,59,39,15
Region IX,Dohinob National High School,303682,Zamboanga del Norte,Roxas II (Manuel A. Roxas),68,26,61,38,73,61,58,87,58,27,40,66,37,42,82,34,46,63,95,31,91,51,45,25,38,68,46
Region IX,Moliton National High School,314103,Zamboanga del Norte,Roxas II (Manuel A. Roxas),55,57,81,51,86,50,78,70,12,67,49,39,73,20,58,57,52,53,71,51,76,70,43,46,30,58,64
Region IX,Disakan Elementary School,124508,Zamboanga del Norte,Manukan I,11,28,64,38,51,36,50,42,73,69,36,49,29,59,53,37,66,68,33,17,32,71,46,57,18,90,36
Region IX,Libuton Elementary School,124509,Zamboanga del Norte,Manukan I,20,35,56,98,58,27,71,64,29,34,54,54,8,6,68,92,30,48,50,20,52,62,80,89,60,65,70
Region IX,Manukan East Central School,124510,Zamboanga del Norte,Manukan I,24,56,64,29,97,53,17,55,34,45,42,72,31,59,61,38,42,41,80,39,61,68,67,59,50,82,69
Region IX,Manukan West CS,124511,Zamboanga del Norte,Manukan I,57,16,64,79,9,55,56,56,67,63,35,49,72,84,29,66,56,53,77,91,50,21,32,78,42,61,52
Region IX,Mate Elementary School,124512,Zamboanga del Norte,Manukan I,63,36,44,64,48,41,16,47,34,72,55,59,51,91,74,36,86,55,7,22,83,50,47,45,64,94,56
Region IX,Palaranan Elementary School,124513,Zamboanga del Norte,Manukan I,72,46,38,33,51,43,76,84,57,52,55,34,68,43,14,38,49,52,35,20,56,53,91,59,71,80,28
Region IX,Pangandao Elementary School,124514,Zamboanga del Norte,Manukan I,69,65,73,63,46,51,67,92,56,46,74,30,86,94,51,76,38,49,43,35,23,66,90,38,38,28,66
Region IX,Patagan Elementary School,124515,Zamboanga del Norte,Manukan I,73,14,38,91,60,68,5,39,35,68,45,57,18,57,38,33,62,88,19,49,33,51,42,17,62,34,41
Region IX,Patunan Elementary School,124516,Zamboanga del Norte,Manukan I,33,81,70,18,53,55,52,70,7,47,41,22,31,80,47,31,30,86,36,27,75,58,63,64,28,62,85
Region IX,Serongan Elementary School,124517,Zamboanga del Norte,Manukan I,14,18,66,62,46,60,43,25,71,62,69,41,44,49,36,29,28,70,60,29,27,54,35,32,96,80,71
Region IX,Sitoy Elementary School,124518,Zamboanga del Norte,Manukan I,27,42,27,38,18,64,43,74,56,72,44,24,36,42,24,89,73,76,69,61,28,38,50,33,39,50,68
Region IX,Suisayan Elementary School,124519,Zamboanga del Norte,Manukan I,29,41,40,31,52,46,35,27,50,72,69,21,36,55,64,58,97,87,59,63,26,56,21,67,50,66,59
Region IX,Tinigiban Elementary School,124520,Zamboanga del Norte,Manukan I,46,51,85,25,28,63,54,68,64,54,28,73,35,34,17,84,43,61,18,81,51,28,23,45,6,41,62
Region IX,Bartolome Aripal Elementary School,124521,Zamboanga del Norte,Manukan I,74,30,53,29,6,55,43,81,34,82,54,35,73,71,39,60,21,52,45,25,54,50,78,46,55,55,88
Region IX,Bartolome Aripal Memorial NHS,303681,Zamboanga del Norte,Manukan I,38,54,72,90,51,44,7,34,61,67,73,44,54,58,91,81,32,30,65,51,64,53,71,45,26,65,57
Region IX,Manukan National High School,303710,Zamboanga del Norte,Manukan I,56,84,59,61,43,36,62,53,41,54,60,46,88,36,76,6,75,16,22,87,69,76,56,79,29,38,93
Region IX,Manukan NHS  - Serongan Annex,303711,Zamboanga del Norte,Manukan I,33,54,15,42,35,35,46,51,39,86,60,51,51,56,85,62,40,77,41,57,58,24,65,46,56,91,56
Region IX,"Saint Estanislao Kostka College, Inc.",404826,Zamboanga del Norte,Manukan I,39,46,70,35,86,17,62,45,59,74,42,60,97,57,48,15,41,57,30,59,69,35,55,44,51,9,60
Region IX,"Obadiah Learning and Development Academy, Inc.",409850,Zamboanga del Norte,Manukan I,78,33,43,32,19,35,72,38,75,68,69,20,60,40,46,35,35,53,50,8,84,19,11,75,26,40,49
Region IX,Dipane Elementary School,124522,Zamboanga del Norte,Manukan II,52,52,34,29,24,39,51,57,62,64,80,25,34,78,42,65,61,55,83,66,53,17,48,47,19,96,39
Region IX,Don Jose Aguirre Elementary School,124523,Zamboanga del Norte,Manukan II,29,42,21,70,94,39,50,46,50,55,62,44,39,40,55,89,52,73,33,11,74,43,37,47,90,52,58
Region IX,Gupot Elementary School,124524,Zamboanga del Norte,Manukan II,44,72,40,27,44,18,42,31,41,50,64,35,49,78,50,85,49,49,59,58,39,26,38,53,61,89,27
Region IX,Linay CS,124525,Zamboanga del Norte,Manukan II,39,45,75,22,66,23,77,42,68,72,38,18,54,9,71,50,67,52,43,78,40,47,32,48,38,56,32
Region IX,Lingatongan Elementary School,124526,Zamboanga del Norte,Manukan II,50,64,49,77,85,60,49,60,53,28,46,82,95,47,56,73,74,34,68,69,88,60,61,43,45,14,55
Region IX,Loquilos Elementary School,124527,Zamboanga del Norte,Manukan II,48,46,44,71,36,43,39,65,50,43,51,43,18,58,75,53,21,46,68,46,30,6,76,30,65,15,72
Region IX,Lupasang Elementary School,124528,Zamboanga del Norte,Manukan II,75,54,68,59,70,40,81,64,42,57,89,77,44,90,22,47,80,44,31,53,45,33,72,49,29,44,61
Region IX,Meses Elementary School,124529,Zamboanga del Norte,Manukan II,51,54,69,64,35,56,78,48,14,46,32,55,54,52,83,68,16,52,65,46,64,53,43,54,64,66,80
Region IX,Saluyong Elementary School,124530,Zamboanga del Norte,Manukan II,50,34,75,39,70,47,49,60,50,4,8,84,63,58,50,51,8,58,58,74,97,46,48,56,63,32,50
Region IX,San Antonio Elementary School,124531,Zamboanga del Norte,Manukan II,18,73,26,91,58,21,41,30,57,75,41,50,16,34,42,43,50,34,78,29,48,35,79,73,44,25,81
Region IX,Villaramos Elementary School,124532,Zamboanga del Norte,Manukan II,37,62,70,4,68,49,64,40,90,25,50,42,23,68,43,90,38,45,32,21,36,5,28,56,19,52,56
Region IX,Jesus A. Ramos NHS,303752,Zamboanga del Norte,Manukan II,73,68,45,50,97,76,43,45,81,51,75,39,81,21,15,52,19,68,34,30,45,35,36,13,52,50,24
Region IX,Don Jose Aguirre NHS,314102,Zamboanga del Norte,Manukan II,53,78,56,42,31,26,74,76,57,71,86,57,56,76,14,67,92,65,52,45,47,39,58,67,25,10,54
Region IX,Saluyong NHS,314118,Zamboanga del Norte,Manukan II,59,51,57,44,56,53,45,78,84,69,66,55,65,39,20,14,21,26,67,19,33,70,64,12,52,43,39
Region IX,Alvenda Elementary School,124533,Zamboanga del Norte,Mutia,43,55,86,33,41,55,58,41,22,39,7,48,92,10,61,42,71,47,61,70,68,33,56,91,50,38,20
Region IX,Buena Suerte Elementary School,124534,Zamboanga del Norte,Mutia,78,58,37,94,29,80,83,61,68,71,55,82,47,69,43,26,70,24,31,49,25,71,70,38,91,74,40
Region IX,Delampinas Elementary School,124535,Zamboanga del Norte,Mutia,14,49,29,24,16,93,36,70,64,60,46,51,71,57,33,84,40,86,74,44,87,78,88,47,34,70,42
Region IX,Diland Elementary School,124536,Zamboanga del Norte,Mutia,53,53,91,52,95,21,22,27,44,74,53,45,50,54,48,42,64,54,61,15,66,37,49,87,51,84,38
Region IX,Diolen Elementary School,124537,Zamboanga del Norte,Mutia,12,64,64,69,38,75,81,82,43,46,60,86,68,53,49,93,23,60,51,65,49,39,77,58,74,69,68
Region IX,Juan C. Dumaog Sr. Elementary School,124539,Zamboanga del Norte,Mutia,27,54,57,41,81,92,61,59,7,29,86,44,45,48,40,45,60,69,51,73,36,28,73,93,40,43,49
Region IX,Mutia CS,124540,Zamboanga del Norte,Mutia,40,56,51,63,35,71,32,61,22,74,24,22,35,55,45,39,44,18,57,69,40,78,47,34,12,60,51
Region IX,New Siquijor Elementary School,124541,Zamboanga del Norte,Mutia,24,60,53,25,74,16,70,56,52,78,31,79,48,43,37,48,19,38,88,54,14,56,75,47,42,54,67
Region IX,San Miguel Elementary School,124543,Zamboanga del Norte,Mutia,78,41,21,43,62,11,31,43,85,26,76,59,15,38,18,52,69,54,86,17,24,59,46,82,70,67,36
Region IX,Tinglan Elementary School,124544,Zamboanga del Norte,Mutia,48,79,44,60,15,50,38,35,34,50,75,35,56,41,31,63,74,62,43,67,80,53,31,62,66,74,24
Region IX,Totongon Elementary School,124545,Zamboanga del Norte,Mutia,73,62,60,18,20,28,51,59,52,28,61,48,18,25,52,34,60,33,67,46,57,26,48,51,73,37,27
Region IX,Tubak Elementary School,124546,Zamboanga del Norte,Mutia,60,48,44,46,54,69,88,28,76,82,36,9,68,37,51,51,51,38,59,52,64,75,64,93,59,40,61
Region IX,Mutia NHS,303713,Zamboanga del Norte,Mutia,89,66,15,52,46,36,32,33,49,64,27,72,37,55,58,80,97,74,15,36,56,40,14,78,92,51,52
Region IX,Mutia National High School - Tubak Annex,303714,Zamboanga del Norte,Mutia,40,39,24,23,48,48,73,23,46,34,59,72,15,48,13,46,96,21,46,75,35,70,52,19,71,16,78
Region IX,Mutia National High School Extension - Alvenda,314119,Zamboanga del Norte,Mutia,73,80,14,42,67,26,62,42,43,44,26,12,70,17,55,89,87,55,26,41,61,49,42,43,57,44,18
Region IX,Head Tipan Integrated School,502638,Zamboanga del Norte,Mutia,24,57,69,32,36,77,79,57,81,41,18,26,76,36,69,64,52,54,9,21,84,49,21,82,52,55,23
Region IX,Adante Elementary School,124547,Zamboanga del Norte,Piñan,59,35,86,52,44,75,36,75,69,45,34,55,52,62,61,44,41,50,32,36,46,66,49,35,48,51,36
