Region,Division,District,BEIS School ID,School Name,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD ABM Male,G11 ACAD ABM Female,G11 ACAD HUMSS Male,G11 ACAD HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD ABM Male,G12 ACAD ABM Female,G12 ACAD HUMSS Male,G12 ACAD HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
Region VI,Antique,Culasi,302367,Northern Antique Vocational School,ANTIQUE,CULASI,Lone District,CENTRO POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,45,5,8,2,14,26,42,49,32,19,50,43,12,1,43,2,36,8,42,12,20,41,27,16,50,11,41,38,35,45,25,11,30,2,48,35,24,15,45,31,24,3,20,49,4,42,10,39,30,31,50,32,45,37,14,10,30,9
Region VI,Antique,Culasi,302374,San Antonio National High School,ANTIQUE,CULASI,Lone District,SAN ANTONIO,Public,DepED Managed,School with no Annexes,JHS with SHS,41,43,24,19,37,28,15,11,23,30,48,45,6,43,26,2,47,47,8,21,26,49,42,36,39,49,45,26,33,17,15,24,39,39,4,4,29,10,27,23,1,42,50,28,28,35,26,30,21,8,27,15,12,47,45,40,43,45
Region VI,Antique,Culasi,403009,"St. Michael High School of Culasi, Inc.",ANTIQUE,CULASI,Lone District,CENTRO POBLACION,Private,Sectarian ,School with no Annexes,JHS with SHS,15,25,21,26,9,48,43,16,48,47,32,28,10,9,49,15,8,21,42,15,8,29,20,37,11,31,10,16,28,49,1,30,44,48,43,31,12,36,40,42,7,47,8,14,25,24,14,23,15,27,14,46,4,12,19,33,7,7
Region VI,Antique,Culasi,403964,"St. Michael the Archangel Grade School of Culasi, Inc.",ANTIQUE,CULASI,Lone District,CENTRO POBLACION,Private,Sectarian ,School with no Annexes,Purely ES,38,29,42,45,6,35,18,7,10,29,4,7,38,1,41,40,7,38,12,31,12,31,31,29,50,41,19,11,49,37,22,29,39,20,28,7,13,44,44,11,8,24,45,17,28,23,25,29,4,1,6,1,27,38,25,2,36,35
Region VI,Antique,Culasi,438522,Culasi Multi-Purpose Cooperative Learning Center,ANTIQUE,CULASI,Lone District,CENTRO POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely ES,36,33,19,5,43,16,30,30,47,22,42,15,19,7,34,16,31,36,44,27,1,40,21,29,14,42,8,26,3,39,50,9,17,46,35,50,21,48,10,47,38,18,19,23,41,50,49,39,39,9,11,43,29,12,32,34,42,3
Region VI,Antique,Culasi,438549,"Light Bearers Fundamental Baptist Learning Center, Inc.",ANTIQUE,CULASI,Lone District,CENTRO SUR (POB.),Private,Sectarian ,School with no Annexes,Purely ES,47,14,16,31,36,24,13,36,25,49,17,10,23,27,9,7,42,26,19,12,42,45,21,12,15,49,3,33,21,23,40,9,35,17,49,13,16,14,11,11,49,45,2,28,47,47,19,2,5,6,29,15,37,40,8,47,23,46
Region VI,Antique,Culasi,438565,Culasi Christian Learning Center,ANTIQUE,CULASI,Lone District,CENTRO POBLACION,Private,Sectarian ,School with no Annexes,Purely ES,31,50,30,28,30,18,46,32,40,33,28,36,24,17,33,14,39,27,46,22,46,31,37,38,48,33,2,19,38,30,20,27,10,24,21,24,25,1,9,44,27,5,39,14,29,41,4,20,26,16,36,32,50,31,12,6,41,49
Region VI,Antique,Culasi,500515,Kawit Integrated School,ANTIQUE,CULASI,Lone District,BATBATAN ISLAND,Public,DepED Managed,School with no Annexes,All Offering,34,38,28,22,42,43,6,23,22,11,20,18,32,37,34,1,27,46,38,33,8,18,22,32,23,43,10,12,10,37,46,40,24,5,24,47,40,41,43,18,24,14,26,34,45,48,14,46,6,44,41,31,50,33,21,22,14,46
Region VI,Antique,Culasi,500548,Lipata-Lamputong Integrated School,ANTIQUE,CULASI,Lone District,LIPATA,Public,DepED Managed,School with no Annexes,All Offering,14,17,32,22,5,12,27,23,43,15,17,46,1,45,32,16,8,35,3,17,11,22,11,36,46,46,22,2,35,25,12,39,42,14,18,50,35,7,50,43,48,3,15,1,3,23,38,37,48,2,10,1,50,13,5,14,15,26
Region VI,Antique,Culasi,502276,Flores Integrated School,ANTIQUE,CULASI,Lone District,FLORES,Public,DepED Managed,School with no Annexes,ES and JHS,38,44,13,39,22,24,32,6,32,31,33,42,1,17,35,10,10,36,41,32,25,46,48,3,36,37,19,21,8,28,36,21,20,39,36,25,44,6,20,33,42,9,12,19,32,7,12,36,25,8,3,21,27,16,15,36,30,49
Region VI,Antique,Hamtic North,115060,Bia-an Elementary School,ANTIQUE,HAMTIC,Lone District,BIA-AN,Public,DepED Managed,School with no Annexes,Purely ES,34,37,22,27,2,24,26,8,6,3,6,1,7,16,50,8,40,38,44,15,29,1,31,19,45,40,9,2,43,44,28,20,46,16,38,26,17,44,27,27,6,10,4,48,6,8,28,22,38,1,48,9,39,4,20,10,38,33
Region VI,Antique,Hamtic North,115061,Bongbongan I-II Elementary School,ANTIQUE,HAMTIC,Lone District,BONGBONGAN I-II,Public,DepED Managed,School with no Annexes,Purely ES,30,33,44,45,39,27,2,37,10,49,47,32,22,11,9,24,8,3,22,29,43,32,44,23,44,2,4,35,14,28,31,28,27,33,39,20,26,1,12,21,17,9,41,4,45,35,14,42,8,38,26,28,22,8,37,18,12,34
Region VI,Antique,Hamtic North,115063,Budbudan Elementary School,ANTIQUE,HAMTIC,Lone District,BUDBUDAN,Public,DepED Managed,School with no Annexes,Purely ES,17,28,13,13,22,49,2,8,11,47,27,37,28,8,4,3,34,2,27,1,9,32,15,18,10,47,7,5,25,25,21,26,2,21,44,27,8,7,21,36,49,45,5,21,12,41,23,15,28,37,2,48,3,33,4,42,40,34
Region VI,Antique,Hamtic North,115064,Buhang Elementary School,ANTIQUE,HAMTIC,Lone District,BUHANG,Public,DepED Managed,School with no Annexes,Purely ES,5,15,10,50,43,25,41,36,26,30,27,42,33,43,9,21,32,2,18,33,5,9,41,35,9,18,36,22,4,1,19,11,47,29,17,39,37,47,13,29,3,28,4,38,39,26,50,48,26,16,38,32,34,42,15,48,46,37
Region VI,Antique,Hamtic North,115065,Buhang - Annex Elementary School,ANTIQUE,HAMTIC,Lone District,BUHANG,Public,DepED Managed,School with no Annexes,Purely ES,47,41,4,22,5,12,40,44,2,19,27,25,48,45,22,48,23,12,25,36,35,33,28,42,9,16,42,26,50,9,2,11,2,4,48,7,4,48,6,1,38,2,47,3,20,34,36,38,29,49,9,47,26,27,20,27,20,50
Region VI,Antique,Hamtic North,115067,Cantulan Elementary School,ANTIQUE,HAMTIC,Lone District,CANTULAN,Public,DepED Managed,School with no Annexes,Purely ES,23,23,38,42,2,26,12,19,9,25,39,27,22,44,5,15,8,16,39,7,27,23,41,31,27,44,37,28,36,11,21,2,21,36,32,50,43,10,43,23,19,11,40,42,13,47,37,11,28,36,27,37,3,22,36,42,49,38
Region VI,Antique,Hamtic North,115068,Del Pilar Elementary School,ANTIQUE,HAMTIC,Lone District,DEL PILAR,Public,DepED Managed,School with no Annexes,Purely ES,28,23,19,30,35,43,23,24,11,37,25,22,44,50,2,37,11,21,11,15,39,16,42,19,39,36,46,20,32,16,27,35,30,9,12,18,4,23,4,34,23,48,23,25,25,29,41,28,49,34,19,6,44,33,14,32,16,8
Region VI,Antique,Hamtic North,115069,Hamtic Central School,ANTIQUE,HAMTIC,Lone District,POBLACION  1,Public,DepED Managed,School with no Annexes,Purely ES,9,12,49,16,21,10,1,4,2,1,17,34,38,30,12,24,12,18,5,38,45,12,12,50,21,45,30,49,12,4,37,34,28,31,45,10,28,37,21,23,39,1,46,14,21,43,8,8,20,43,14,40,3,28,9,45,39,25
Region VI,Antique,Hamtic North,115070,Hon. Francisco Zabala Memorial Elementary School,ANTIQUE,HAMTIC,Lone District,CARIDAD,Public,DepED Managed,School with no Annexes,Purely ES,46,10,1,47,31,28,6,11,35,18,33,42,44,2,24,23,22,20,7,2,11,32,50,10,9,9,36,9,13,38,44,50,33,40,31,40,24,17,44,12,42,19,13,28,2,17,10,8,2,15,43,36,13,14,15,50,13,47
Region VI,Antique,Hamtic North,115071,Igbical Elementary School,ANTIQUE,HAMTIC,Lone District,IGBICAL,Public,DepED Managed,School with no Annexes,Purely ES,42,9,46,22,4,20,37,18,18,32,38,20,12,46,1,24,48,6,26,27,18,41,50,25,50,34,12,5,44,6,17,13,37,24,36,31,43,29,28,13,11,43,25,1,39,10,37,29,50,12,32,2,15,44,29,24,38,31
Region VI,Antique,Hamtic North,115072,Ingwan-Batangan Elem. School,ANTIQUE,HAMTIC,Lone District,INGWAN-BATANGAN,Public,DepED Managed,School with no Annexes,Purely ES,13,26,17,30,25,44,9,27,8,18,39,48,49,50,4,7,3,19,19,11,50,18,25,34,21,47,19,4,17,17,13,31,20,16,40,8,30,7,26,18,46,5,42,12,27,21,23,39,36,4,50,39,30,15,48,2,10,12
Region VI,Antique,Hamtic North,115073,Iraya Elementary School,ANTIQUE,HAMTIC,Lone District,POBLACION  5,Public,DepED Managed,School with no Annexes,Purely ES,34,24,43,17,23,25,34,45,14,11,12,21,34,11,24,9,20,36,15,2,50,25,34,50,23,41,4,39,10,21,22,43,29,13,36,48,47,44,11,50,39,13,15,43,48,48,23,35,5,25,47,14,18,33,45,21,44,6
Region VI,Antique,Hamtic North,115074,La Paz Elementary School,ANTIQUE,HAMTIC,Lone District,LA PAZ,Public,DepED Managed,School with no Annexes,Purely ES,10,25,12,22,48,5,39,33,37,44,16,27,27,27,36,31,29,14,14,40,32,2,39,27,17,24,27,41,41,42,36,17,2,3,39,40,11,6,29,42,43,18,50,48,45,44,12,27,10,37,21,2,20,43,31,7,18,28
Region VI,Antique,Hamtic North,115075,Malandog Elementary School,ANTIQUE,HAMTIC,Lone District,MALANDOG,Public,DepED Managed,School with no Annexes,Purely ES,41,23,9,13,16,43,4,19,41,37,13,47,36,20,44,4,41,5,1,18,24,25,11,22,50,24,12,25,38,37,43,18,43,4,34,28,7,16,38,29,30,26,25,48,40,26,40,25,48,37,33,20,37,14,15,46,48,14
Region VI,Antique,Hamtic North,115076,Masanag Elementary School,ANTIQUE,HAMTIC,Lone District,MASANAG,Public,DepED Managed,School with no Annexes,Purely ES,8,10,21,28,46,17,9,42,24,13,36,35,18,15,33,47,1,48,5,44,4,43,20,4,15,6,12,24,44,38,14,34,16,20,33,2,42,24,26,32,22,49,11,19,29,11,38,5,16,8,31,31,6,35,23,35,5,31
Region VI,Antique,Hamtic North,115077,Miacton Elementary School,ANTIQUE,HAMTIC,Lone District,NALIHAWAN,Public,DepED Managed,School with no Annexes,Purely ES,37,12,30,14,7,36,30,50,2,35,15,15,21,5,33,15,8,14,17,42,41,1,16,20,9,30,36,49,41,43,37,45,1,2,29,37,42,47,23,4,29,14,28,16,26,32,25,2,5,26,14,34,14,8,16,19,45,50
Region VI,Antique,Hamtic North,115078,Piapi Elementary School,ANTIQUE,HAMTIC,Lone District,PIAPE II,Public,DepED Managed,School with no Annexes,Purely ES,7,12,9,49,2,22,6,18,12,26,43,34,16,2,17,4,1,39,36,26,33,1,43,28,38,47,35,33,25,48,15,7,22,16,17,44,10,18,23,17,50,36,31,30,12,29,6,17,43,33,43,18,24,47,30,17,31,33
Region VI,Antique,Hamtic North,115079,Tubeza-Marcaliñas Elementary School,ANTIQUE,HAMTIC,Lone District,PIAPE I,Public,DepED Managed,School with no Annexes,Purely ES,43,47,7,46,38,5,19,10,19,23,44,50,25,6,25,44,30,43,22,10,24,10,8,45,17,31,43,39,5,47,17,1,18,6,6,36,38,43,33,31,25,31,7,47,14,9,27,33,6,7,27,5,42,27,20,37,19,34
Region VI,Antique,Hamtic North,178511,San Vicente Elementary School,ANTIQUE,HAMTIC,Lone District,PIAPE III,Public,DepED Managed,School with no Annexes,Purely ES,30,2,6,47,2,18,3,12,11,18,18,40,6,4,4,39,5,23,32,37,19,47,24,28,29,31,50,47,13,42,40,11,30,28,46,29,39,46,44,20,23,18,33,4,20,8,23,21,11,32,3,8,34,9,10,7,11,24
Region VI,Antique,Hamtic North,302349,Buhang NHS,ANTIQUE,HAMTIC,Lone District,BUHANG,Public,DepED Managed,School with no Annexes,JHS with SHS,20,18,23,20,11,41,27,15,20,33,32,47,9,18,29,31,44,41,8,23,33,29,30,5,50,6,9,50,5,36,25,22,2,13,35,22,9,22,21,6,3,3,40,6,27,11,34,9,11,20,37,49,22,41,16,25,3,7
Region VI,Antique,Hamtic North,302358,Gov. Julio V. Macuja MCHS,ANTIQUE,HAMTIC,Lone District,CARIDAD,Public,DepED Managed,School with no Annexes,JHS with SHS,29,25,47,13,38,5,11,37,12,20,19,27,24,40,17,46,11,29,8,18,39,45,28,22,3,14,45,9,40,27,5,20,17,8,18,50,11,38,39,48,19,40,48,26,36,30,27,7,13,41,28,27,25,26,15,3,30,36
Region VI,Antique,Hamtic North,438542,Sta. Monica Kinder School Inc.,ANTIQUE,HAMTIC,Lone District,POBLACION  3,Private,Non-Sectarian ,School with no Annexes,Purely ES,5,48,23,3,43,25,21,44,22,11,7,2,46,47,35,44,14,7,46,24,35,22,47,32,14,6,31,16,3,31,31,34,30,22,30,39,24,35,12,39,1,4,43,16,31,28,4,10,9,18,25,20,18,10,8,2,40,4
Region VI,Antique,Hamtic South,115062,Botbot Elementary School,ANTIQUE,HAMTIC,Lone District,BOTBOT,Public,DepED Managed,School with no Annexes,Purely ES,20,37,6,40,29,47,44,19,10,1,17,9,21,43,38,15,3,10,10,3,15,6,35,42,17,37,23,50,36,9,42,14,48,44,50,35,37,28,45,33,8,42,31,2,37,11,44,10,35,36,36,41,19,5,16,17,50,50
Region VI,Antique,Hamtic South,115066,Calacja II Elementary School,ANTIQUE,HAMTIC,Lone District,CALACJA II,Public,DepED Managed,School with no Annexes,Purely ES,24,15,30,24,23,43,46,49,28,20,41,38,13,43,8,12,10,28,46,35,27,13,40,40,28,22,27,3,41,25,13,28,39,43,16,27,41,34,37,19,48,24,4,48,4,44,16,8,34,3,46,23,5,9,43,36,23,30
Region VI,Antique,Hamtic South,115080,Apdo Elementary School,ANTIQUE,HAMTIC,Lone District,APDO,Public,DepED Managed,School with no Annexes,Purely ES,10,29,13,50,9,24,39,37,47,48,9,5,35,14,28,12,32,47,48,17,28,37,24,13,43,48,46,15,19,44,20,32,12,33,36,4,40,29,46,38,37,21,41,10,1,22,14,48,14,8,26,36,43,48,10,11,41,6
Region VI,Antique,Hamtic South,115081,Asluman Elementary School,ANTIQUE,HAMTIC,Lone District,ASLUMAN,Public,DepED Managed,School with no Annexes,Purely ES,26,37,20,41,38,37,50,4,6,48,43,17,49,41,36,10,30,7,39,4,10,3,42,11,43,32,33,29,2,18,18,29,10,2,32,6,31,35,47,48,22,28,23,3,48,29,48,4,12,38,44,13,23,33,10,30,3,36
Region VI,Antique,Hamtic South,115082,Bongbongan Elementary School,ANTIQUE,HAMTIC,Lone District,BONGBONGAN III,Public,DepED Managed,School with no Annexes,Purely ES,20,4,48,3,10,46,26,35,5,29,49,14,34,24,29,36,25,29,22,15,10,15,46,3,14,32,3,44,23,47,13,18,39,19,10,36,8,45,41,6,8,39,18,7,46,45,45,34,3,39,9,1,42,20,6,44,48,30
Region VI,Antique,Hamtic South,115083,Calala Elementary School,ANTIQUE,HAMTIC,Lone District,CALALA,Public,DepED Managed,School with no Annexes,Purely ES,5,46,31,42,50,40,9,33,13,47,19,23,36,47,42,48,21,47,7,40,15,28,42,17,36,8,10,6,46,13,46,2,28,33,6,23,2,31,38,1,9,37,6,20,13,9,6,4,13,22,24,47,10,47,11,39,6,44
Region VI,Antique,Hamtic South,115084,Melanio Velasco Elementary School (Caromangay Elementary School),ANTIQUE,HAMTIC,Lone District,CAROMANGAY,Public,DepED Managed,School with no Annexes,Purely ES,46,41,10,15,31,50,21,32,6,17,5,17,37,19,19,7,36,25,46,2,2,31,21,23,29,12,24,36,48,4,13,28,2,8,19,12,23,4,7,14,8,29,48,1,12,12,46,41,2,12,47,43,16,17,29,5,47,8
Region VI,Antique,Hamtic South,115085,Alberto Siasat Elementary School (Casalngan Elementary School),ANTIQUE,HAMTIC,Lone District,CASALNGAN,Public,DepED Managed,School with no Annexes,Purely ES,37,10,19,30,47,14,24,38,47,28,43,45,32,2,44,28,44,47,15,3,11,1,46,6,39,8,31,48,8,37,15,9,46,14,22,40,50,18,16,49,7,13,22,17,22,21,7,31,8,2,44,35,44,49,20,36,4,4
Region VI,Antique,Hamtic South,115086,Fabrica Elementary School,ANTIQUE,HAMTIC,Lone District,FABRICA,Public,DepED Managed,School with no Annexes,Purely ES,24,46,27,2,42,5,48,44,41,38,24,2,48,8,45,8,45,34,15,20,2,28,4,48,12,29,20,46,17,42,48,24,32,34,10,10,50,4,7,49,43,47,24,31,4,35,25,8,1,22,19,48,37,38,21,8,42,47
Region VI,Antique,Hamtic South,115087,Guintas Elementary School,ANTIQUE,HAMTIC,Lone District,GUINTAS,Public,DepED Managed,School with no Annexes,Purely ES,47,6,19,19,39,19,44,33,36,2,10,43,38,37,40,16,26,42,50,35,39,17,42,16,25,39,40,47,1,33,1,14,4,7,46,5,50,42,11,35,38,4,26,26,4,30,14,16,42,39,2,14,14,40,4,7,15,34
Region VI,Antique,Hamtic South,115088,Igbucagay Elementary School,ANTIQUE,HAMTIC,Lone District,IGBUCAGAY,Public,DepED Managed,School with no Annexes,Purely ES,30,48,37,10,7,42,19,21,35,27,17,31,42,37,32,41,39,8,46,18,8,41,20,23,9,20,4,49,3,35,39,9,10,12,6,2,3,30,8,18,4,8,30,33,5,22,33,41,23,50,5,27,7,47,26,19,47,49
Region VI,Antique,Hamtic South,115089,Lanag Elementary School,ANTIQUE,HAMTIC,Lone District,GOV. EVELIO B. JAVIER (LANAG),Public,DepED Managed,School with no Annexes,Purely ES,34,41,15,3,49,40,23,1,15,29,11,1,45,16,19,43,26,22,50,47,34,4,7,17,50,22,19,43,12,6,21,13,45,39,48,15,11,19,39,30,37,6,15,21,25,19,50,19,15,13,49,9,4,34,13,29,16,32
Region VI,Antique,Hamtic South,115090,Linaban Elementary School,ANTIQUE,HAMTIC,Lone District,LINABAN,Public,DepED Managed,School with no Annexes,Purely ES,3,25,27,27,7,29,4,35,31,17,46,42,41,18,2,46,7,43,21,49,13,12,10,29,18,44,47,5,6,2,32,39,24,6,50,20,4,22,48,49,26,5,27,1,50,50,15,45,37,11,3,50,28,39,25,41,5,22
Region VI,Antique,Hamtic South,115091,M. Buyco Elementary School,ANTIQUE,HAMTIC,Lone District,FUNDA,Public,DepED Managed,School with no Annexes,Purely ES,46,23,2,41,48,46,14,29,27,24,24,41,1,15,38,33,35,2,20,15,10,37,2,4,12,14,23,26,37,17,29,23,24,20,31,38,10,6,43,20,42,10,24,37,10,26,24,25,3,49,23,31,4,42,25,11,35,31
Region VI,Antique,Hamtic South,115092,Mercedes Villavert Velasco Elementary School,ANTIQUE,HAMTIC,Lone District,ASLUMAN,Public,DepED Managed,School with no Annexes,Purely ES,6,43,17,17,38,15,7,36,37,29,21,31,39,37,14,43,1,17,13,49,41,42,44,27,29,32,18,45,32,29,44,38,48,2,33,9,5,38,11,17,49,38,13,23,46,30,33,11,41,16,41,28,13,44,32,44,50,19
Region VI,Antique,Hamtic South,115093,Mapatag Elementary School,ANTIQUE,HAMTIC,Lone District,MAPATAG,Public,DepED Managed,School with no Annexes,Purely ES,1,24,16,28,37,6,37,38,18,3,7,17,47,41,31,38,5,27,38,5,35,23,39,28,13,18,33,4,41,44,28,27,25,34,14,33,1,16,25,38,4,19,29,19,26,50,39,49,30,34,27,36,22,47,15,18,14,37
Region VI,Antique,Hamtic South,115094,Moscoso-Rios CS,ANTIQUE,HAMTIC,Lone District,VILLAVERT-JIMENEZ,Public,DepED Managed,School with no Annexes,Purely ES,7,18,6,17,36,17,21,1,37,20,25,41,33,28,14,33,8,36,9,27,17,33,49,13,22,20,3,41,12,49,5,13,34,33,36,47,13,22,48,44,16,24,46,30,47,26,17,7,3,42,31,2,25,8,19,35,14,34
Region VI,Antique,Hamtic South,115095,Pili Elementary School,ANTIQUE,HAMTIC,Lone District,"PILI 1, 2, 3",Public,DepED Managed,School with no Annexes,Purely ES,21,11,8,22,28,46,38,5,35,8,23,37,5,27,41,39,6,6,49,42,13,42,44,35,28,26,41,7,47,36,26,27,15,44,19,34,42,30,44,7,7,11,25,22,43,30,47,32,23,11,22,6,12,25,48,34,8,15
Region VI,Antique,Hamtic South,115096,Pu-ao Elementary School,ANTIQUE,HAMTIC,Lone District,PU-AO,Public,DepED Managed,School with no Annexes,Purely ES,25,21,22,39,37,31,43,30,24,10,39,29,27,49,41,34,42,15,44,46,19,30,45,25,30,20,34,12,3,16,8,19,43,46,11,40,13,36,36,49,41,9,49,8,42,7,47,41,46,16,6,9,7,18,8,13,46,40
Region VI,Antique,Hamtic South,115097,Severo Osunero Elementary School,ANTIQUE,HAMTIC,Lone District,BANAWON,Public,DepED Managed,School with no Annexes,Purely ES,9,15,16,46,1,26,19,18,28,28,35,24,11,2,26,48,45,2,38,3,24,35,43,9,43,46,38,4,15,10,46,48,49,40,11,1,42,39,49,27,14,31,1,43,9,17,36,48,4,33,34,16,42,27,41,38,29,39
Region VI,Antique,Hamtic South,115098,Tina Elementary School,ANTIQUE,HAMTIC,Lone District,GENERAL FULLON  (TINA),Public,DepED Managed,School with no Annexes,Purely ES,31,1,48,39,1,33,26,15,10,40,16,31,6,42,38,49,14,25,21,44,10,10,50,5,50,28,37,28,2,24,37,26,14,25,7,6,2,36,30,40,29,21,34,42,39,48,30,23,14,11,4,14,34,10,4,47,4,9
Region VI,Antique,Hamtic South,115099,Villavert MES,ANTIQUE,HAMTIC,Lone District,CALACJA I,Public,DepED Managed,School with no Annexes,Purely ES,11,40,1,18,12,5,47,22,19,39,5,46,33,1,25,18,13,1,6,7,48,18,26,26,45,50,34,42,8,16,21,15,42,3,40,10,45,22,12,29,40,28,3,29,2,41,20,37,14,8,50,23,25,16,39,22,15,48
Region VI,Antique,Hamtic South,302356,Governor Julian Fullon Pacificador National School,ANTIQUE,HAMTIC,Lone District,FUNDA,Public,DepED Managed,School with no Annexes,JHS with SHS,41,47,27,36,16,35,21,21,27,6,50,27,38,37,7,2,11,49,39,21,5,19,10,42,30,43,16,20,34,9,29,27,11,44,10,40,17,16,34,29,46,26,49,44,49,3,35,37,13,48,34,34,32,48,35,38,3,4
Region VI,Antique,Hamtic South,302366,Moscoso-Rios NHS,ANTIQUE,HAMTIC,Lone District,VILLAVERT-JIMENEZ,Public,DepED Managed,School with no Annexes,JHS with SHS,19,9,47,8,46,49,6,13,46,6,32,49,40,25,20,40,29,27,20,44,32,4,19,25,3,13,45,39,47,20,10,15,17,41,5,47,40,45,3,9,40,16,34,19,27,29,1,26,12,22,18,27,25,4,41,46,8,22
Region VI,Antique,Hamtic South,310701,Guintas NHS,ANTIQUE,HAMTIC,Lone District,GUINTAS,Public,DepED Managed,School with no Annexes,JHS with SHS,47,33,22,21,6,44,14,18,24,25,4,41,30,15,6,19,45,27,44,22,9,34,26,13,29,48,14,10,13,10,33,26,4,4,37,29,35,9,26,11,9,11,39,34,20,25,27,29,34,33,15,26,21,33,15,30,21,43
Region VI,Antique,Hamtic South,310704,Gen. Leandro Fullon NS,ANTIQUE,HAMTIC,Lone District,FABRICA,Public,DepED Managed,School with no Annexes,JHS with SHS,10,2,39,7,39,14,8,25,20,17,45,47,25,16,27,9,40,19,17,38,28,48,3,18,22,15,1,24,47,8,36,45,17,28,18,40,7,16,22,22,47,45,21,32,19,34,12,32,29,50,21,6,7,15,6,26,6,7
Region VI,Antique,Hamtic South,438528,"Sto Niño De Guinsang-an Kinder School, Inc.",ANTIQUE,HAMTIC,Lone District,VILLAVERT-JIMENEZ,Private,Sectarian ,School with no Annexes,Purely ES,44,13,19,12,23,22,39,36,32,40,17,11,38,29,2,45,39,48,38,18,8,39,41,11,48,39,44,25,24,4,27,15,7,50,5,7,32,20,49,25,41,48,15,42,40,23,1,44,31,10,21,35,37,40,36,17,35,9
Region VI,Antique,Laua-an,115100,"Alfredo Magluyan, Sr. MS (Intao PS)",ANTIQUE,LAUA-AN,Lone District,INTAO,Public,DepED Managed,School with no Annexes,Purely ES,29,21,49,28,34,33,17,25,2,35,10,17,47,17,8,16,33,5,3,6,46,26,10,31,7,37,20,3,11,22,25,20,42,36,1,8,30,36,25,3,41,26,31,37,21,32,3,39,26,44,6,12,11,18,35,35,22,50
Region VI,Antique,Laua-an,115101,Canituan PS,ANTIQUE,LAUA-AN,Lone District,CANITUAN,Public,DepED Managed,School with no Annexes,Purely ES,8,46,20,23,18,24,26,11,21,21,22,41,50,41,44,38,33,2,10,48,50,48,12,17,48,49,8,40,49,2,34,36,34,40,37,33,41,22,30,50,37,23,12,41,14,33,2,27,29,41,6,50,29,20,43,49,35,19
Region VI,Antique,Laua-an,115102,Capnayan PS,ANTIQUE,LAUA-AN,Lone District,CAPNAYAN,Public,DepED Managed,School with no Annexes,Purely ES,32,25,9,2,15,17,48,13,29,35,47,12,12,36,24,50,43,44,7,28,7,25,39,38,21,3,47,28,18,21,47,3,18,32,7,46,11,39,7,2,5,26,27,41,21,47,20,23,6,19,7,3,31,7,26,12,4,39
Region VI,Antique,Laua-an,115103,Casit-an Elementary School,ANTIQUE,LAUA-AN,Lone District,CASIT-AN,Public,DepED Managed,School with no Annexes,Purely ES,20,13,41,10,45,26,3,28,34,30,35,21,46,9,47,22,35,15,3,22,18,8,13,18,39,16,22,22,14,3,49,27,34,5,29,4,27,24,47,16,7,13,2,41,19,3,44,32,31,10,46,20,1,21,43,46,1,41
Region VI,Antique,Laua-an,115104,Guiamon PS,ANTIQUE,LAUA-AN,Lone District,GUIAMON,Public,DepED Managed,School with no Annexes,Purely ES,1,19,24,21,46,12,41,26,33,21,2,48,10,38,45,23,29,44,7,18,23,25,40,23,49,22,42,27,48,4,45,25,16,34,19,17,1,3,3,28,18,3,19,45,24,50,19,42,20,41,36,24,13,43,47,38,30,43
Region VI,Antique,Laua-an,115105,Guinbanga-an Elementary School,ANTIQUE,LAUA-AN,Lone District,GUINBANGA-AN,Public,DepED Managed,School with no Annexes,Purely ES,36,20,32,44,11,13,29,24,47,3,27,20,7,42,23,41,11,2,27,33,37,9,44,42,1,48,34,42,20,49,3,29,15,48,11,14,18,36,38,16,40,3,37,12,29,20,41,12,3,37,4,37,10,43,27,31,38,47
Region VI,Antique,Laua-an,115106,Guisijan Elementary School,ANTIQUE,LAUA-AN,Lone District,GUISIJAN,Public,DepED Managed,School with no Annexes,Purely ES,9,16,16,18,37,35,31,33,49,33,35,45,11,30,22,26,41,25,6,12,47,26,3,1,17,20,30,33,10,41,5,32,12,50,41,2,19,39,1,12,11,45,24,27,6,23,7,33,40,7,3,38,31,19,25,16,26,23
